Adder WS (addw3),"15.6"" 1920x1080@144Hz LCD",BOE NV156FHM-N4K,"System76 Adder WS BOE NV156FHM-N4K 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Adder WS (addw3),"17.3"" 1920x1080@144Hz LCD",BOE NV173FHM-N4C,"System76 Adder WS BOE NV173FHM-N4C 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Adder WS (addw3),"17.3"" 1920x1080@144Hz LCD",BOE NE173FHM-NX1,"System76 Adder WS BOE NE173FHM-NX1 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Adder WS (addw3),"17.3"" 1920x1080@144Hz LCD",BOE NV173FHM-NY2,"System76 Adder WS BOE NV173FHM-NY2 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Bonobo WS (bonw15),"17.3"" 3840x2160@144Hz LCD",BOE NE173QUM-NY1,"System76 Bonobo WS BOE NE173QUM-NY1 17.3"" 3840x2160@144Hz Replacement Laptop LCD Panel"
Bonobo WS (bonw15),"17.3"" 2560x1440@240Hz LCD",BOE NE173QHM-NZ1,"System76 Bonobo WS BOE NE173QHM-NZ1 17.3"" 2560x1440@240Hz Replacement Laptop LCD Panel"
Darter Pro (darp9),"15.6"" 1920x1080@60Hz LCD",Innolux N156HCA-E5B,"System76 Darter Pro Innolux N156HCA-E5B 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp9),"15.6"" 1920x1080@60Hz LCD",BOE NV156FHM-N4M,"System76 Darter Pro BOE NV156FHM-N4M 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp9),"15.6"" 1920x1080@60Hz LCD",BOE NV156FHM-N4V,"System76 Darter Pro BOE NV156FHM-N4V 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp9),"15.6"" 1920x1080@60Hz LCD",BOE NV156FHM-N63,"System76 Darter Pro BOE NV156FHM-N63 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Galago Pro (galp7),"14.1"" 1920x1080@144Hz LCD",Sharp LQ140M1JW49,"System76 Galago Pro Sharp LQ140M1JW49 14.1"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"17.3"" 1920x1080@144Hz LCD",BOE NV173FHM-N4C,"System76 Gazelle BOE NV173FHM-N4C 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"17.3"" 1920x1080@144Hz LCD",BOE NE173FHM-NX1,"System76 Gazelle BOE NE173FHM-NX1 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"17.3"" 1920x1080@144Hz LCD",BOE NV173FHM-NY2,"System76 Gazelle BOE NV173FHM-NY2 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"17.3"" 1920x1080@144Hz LCD",BOE NE173QHM-NY3,"System76 Gazelle BOE NE173QHM-NY3 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"15.6"" 1920x1080@144Hz LCD",BOE NV156FHM-N4K,"System76 Gazelle BOE NV156FHM-N4K 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"15.6"" 1920x1080@144Hz LCD",BOE NV156FHM-NX4,"System76 Gazelle BOE NV156FHM-NX4 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"15.6"" 1920x1080@144Hz LCD",BOE NE156QHM-NY5,"System76 Gazelle BOE NE156QHM-NY5 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze18),"15.6"" 1920x1080@144Hz LCD",Innolux N156HCE-EN1,"System76 Gazelle Innolux N156HCE-EN1 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Kudu (kudu6),"15.6"" 1920x1080@144Hz LCD",AUO B156HAN08.4,"System76 Kudu AUO B156HAN08.4 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Lemur Pro (lemp13),"14.0"" 1920x1200@60Hz LCD",Tianma TM140VDHP21,"System76 Lemur Pro Tianma TM140VDHP21 14.0"" 1920x1200@60Hz Replacement Laptop LCD Panel"
Lemur Pro (lemp13),"14.0"" 1920x1200@60Hz LCD",BOE NE140WUM-N6F,"System76 Lemur Pro BOE NE140WUM-N6F 14.0"" 1920x1200@60Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp11),"16"" 1920x1200@165Hz LCD",BOE NV160WUM-NX2,"System76 Oryx Pro BOE NV160WUM-NX2 16"" 1920x1200@165Hz Replacement Laptop LCD Panel"
Pangolin (pang14),"16.1"" 1920x1080@60Hz LCD",Innolux N161HCA-EA3,"System76 Pangolin Innolux N161HCA-EA3 16.1"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Serval WS (serw13),"15.6"" 1920x1080@165Hz LCD",BOE NV156FHM-NY8,"System76 Serval WS BOE NV156FHM-NY8 15.6"" 1920x1080@165Hz Replacement Laptop LCD Panel"
Serval WS (serw13),"17.3"" 3840x2160@144Hz",AUO B173ZAN03.0,"System76 Serval WS AUO B173ZAN03.0 17.3"" 3840x2160@144Hz Replacement Laptop LCD Panel"
Serval WS (serw13),"17.3"" 2560x1440@240Hz LCD",BOE NE173QHM-NZ1,"System76 Serval WS BOE NE173QHM-NZ1 17.3"" 2560x1440@240Hz Replacement Laptop LCD Panel"
Adder WS (addw2),"15.6"" 3840x2160@60Hz OLED",Samsung ATNA56WR06,"System76 Adder WS Samsung ATNA56WR06 15.6"" 3840x2160@60Hz Replacement Laptop LCD Panel"
Adder WS (addw1),"15.6"" 3840x2160@60Hz OLED",Samsung ATNA56WR06,"System76 Adder WS Samsung ATNA56WR06 15.6"" 3840x2160@60Hz Replacement Laptop LCD Panel"
Bonobo WS (bonw14),"17.3"" 1920x1080@144Hz LCD",LG LP173WFG-SPB1,"System76 Bonobo WS LG LP173WFG-SPB1 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Bonobo WS (bonw14),"17.3"" 3840x2160@60Hz LCD",AUO B173ZAN03.0,"System76 Bonobo WS AUO B173ZAN03.0 17.3"" 3840x2160@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp8),"15.6"" 1920x1080@60Hz LCD",AUO B156HAN02.5,"System76 Darter Pro AUO B156HAN02.5 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp8),"15.6"" 1920x1080@60Hz LCD",BOE NV156FHM-N4H,"System76 Darter Pro BOE NV156FHM-N4H 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp7),"15.6"" 1920x1080@60Hz LCD",AUO B156HAN02.5,"System76 Darter Pro AUO B156HAN02.5 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp7),"15.6"" 1920x1080@60Hz LCD",BOE NV156FHM-N4H,"System76 Darter Pro BOE NV156FHM-N4H 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Darter Pro (darp6),"15.6"" 1920x1080@60Hz LCD",LG LP156WFC-SPD3,"System76 Darter Pro LG LP156WFC-SPD3 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Galago Pro (galp6),"14.1"" 1920x1080@60Hz LCD",Panda LM140LF2L02,"System76 Galago Pro Panda LM140LF2L02 14.1"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Galago Pro (galp5),"14.1"" 1920x1080@60Hz LCD",BOE NV140FHM-N62,"System76 Galago Pro BOE NV140FHM-N62 14.1"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Galago Pro (galp4),"14.1"" 1920x1080@60Hz LCD",Innolux N140HCA-EAC,"System76 Galago Pro Innolux N140HCA-EAC 14.1"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Gazelle (gaze17),"17.3"" 1920x1080@144Hz LCD",AUO B173HAN04.9,"System76 Gazelle AUO B173HAN04.9 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze17),"15.6"" 1920x1080@144Hz LCD",Panda LM156LF-2F01,"System76 Gazelle Panda LM156LF-2F01 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze16),"15.6"" 1920x1080@144Hz LCD",AUO B156HAN08.4,"System76 Gazelle AUO B156HAN08.4 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze16),"17.3"" 1920x1080@144Hz LCD",LG LP173WFG-SPB3,"System76 Gazelle LG LP173WFG-SPB3 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Gazelle (gaze15),"15.6"" 1920x1080@120Hz LCD",Panda LM156LF2F,"System76 Gazelle Panda LM156LF2F 15.6"" 1920x1080@120Hz Replacement Laptop LCD Panel"
Gazelle (gaze15),"17.3"" 1920x1080@120Hz LCD",AUO B173HAN04.7,"System76 Gazelle AUO B173HAN04.7 17.3"" 1920x1080@120Hz Replacement Laptop LCD Panel"
Lemur Pro (lemp12),"14.0"" 1920x1080@60Hz LCD",Innolux N140HCE-EN2,"System76 Lemur Pro Innolux N140HCE-EN2 14.0"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Lemur Pro (lemp11),"14.0"" 1920x1080@60Hz LCD",Innolux N140HCE-EN2,"System76 Lemur Pro Innolux N140HCE-EN2 14.0"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Lemur Pro (lemp10),"14.0"" 1920x1080@60Hz LCD",Innolux N140HCE-EN3,"System76 Lemur Pro Innolux N140HCE-EN3 14.0"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Lemur Pro (lemp9),"14.0"" 1920x1080@60Hz LCD",Innolux N140HCE-EN4,"System76 Lemur Pro Innolux N140HCE-EN4 14.0"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp10),"15.6"" 3840x2160@60Hz OLED",Samsung ATNA56WR14-0,"System76 Oryx Pro Samsung ATNA56WR14-0 15.6"" 3840x2160@60Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp10),"15.6"" 1920x1080@144Hz LCD",BOE NV156FHM-NY5,"System76 Oryx Pro BOE NV156FHM-NY5 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp10),"17.3"" 1920x1080@144Hz LCD",BOE NV173FHM-NY1,"System76 Oryx Pro BOE NV173FHM-NY1 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp9),"15.6"" 1920x1080@144Hz LCD",BOE NV156FHM-NY5,"System76 Oryx Pro BOE NV156FHM-NY5 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp9),"17.3"" 1920x1080@144Hz LCD",BOE NV173FHM-NY1,"System76 Oryx Pro BOE NV173FHM-NY1 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp8),"15.6"" 1920x1080@144Hz LCD",LG LP156WFG-SPB3,"System76 Oryx Pro LG LP156WFG-SPB3 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp8),"17.3"" 1920x1080@144Hz LCD",LG LP173WFG-SPB3,"System76 Oryx Pro LG LP173WFG-SPB3 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp7),"15.6"" 1920x1080@144Hz LCD",LG LP156WFG-SPB3,"System76 Oryx Pro LG LP156WFG-SPB3 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp7),"15.6"" 3840x2160@60Hz OLED",Samsung ATNA56WR06,"System76 Oryx Pro Samsung ATNA56WR06 15.6"" 3840x2160@60Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp7),"17.3"" 1920x1080@144Hz LCD",LG LP173WFG-SPB,"System76 Oryx Pro LG LP173WFG-SPB 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp6),"15.6"" 1920x1080@144Hz LCD",Panda LM156LF1F,"System76 Oryx Pro Panda LM156LF1F 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Oryx Pro (oryp6),"17.3"" 1920x1080@144Hz LCD",LG LP173WFG-SPB1,"System76 Oryx Pro LG LP173WFG-SPB1 17.3"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Pangolin (pang13),"15.6"" 1920x1080@144Hz LCD",Innolux N156HRA-EA1,"System76 Pangolin Innolux N156HRA-EA1 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Pangolin (pang12),"15.6"" 1920x1080@144Hz LCD",Innolux N156HRA-EA1,"System76 Pangolin Innolux N156HRA-EA1 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Pangolin (pang11),"15.6"" 1920x1080@60Hz LCD",Innolux N156HCA-EA1,"System76 Pangolin Innolux N156HCA-EA1 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Pangolin (pang10),"15.6"" 1920x1080@60Hz LCD",LG LP156WFC-SPD1,"System76 Pangolin LG LP156WFC-SPD1 15.6"" 1920x1080@60Hz Replacement Laptop LCD Panel"
Serval WS (serw12),"15.6"" 1920x1080@144Hz LCD",Panda LM156LF-2F01,"System76 Serval WS Panda LM156LF-2F01 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
Serval WS (serw12),"15.6"" 1920x1080@144Hz LCD",LG P156WFG-SPB2,"System76 Serval WS LG P156WFG-SPB2 15.6"" 1920x1080@144Hz Replacement Laptop LCD Panel"
